,nan,transgender female,intersex,fa'afafine,transgender male,female animal,male animal,woman,genderqueer,female,male,kathoey
Q1007509,,,,,,,,,,2.0,7.0,
Q100753,,,,,,,,,,1.0,1.0,
Q100755,,,,,,,,,,1.0,6.0,
Q1007556,,,,,,,,,,,1.0,
Q1007571,,,,,,,,,,,1.0,
Q100758,,,,,,,,,,1.0,2.0,
Q10076,,,,,,,,,,,1.0,
Q100761,,,,,,,,,,1.0,5.0,
Q1007634,,,,,,,,,,1.0,,
Q100767,,,,,,,,,,1.0,12.0,
Q1007671,,,,,,,,,,,1.0,
Q1007711,,,,,,,,,,,1.0,
Q1007719,,,,,,,,,,2.0,3.0,
Q100772,,,,,,,,,,1.0,17.0,
Q1007744,,,,,,,,,,,2.0,
Q100775,,,,,,,,,,1.0,,
Q1007758,,,,,,,,,,1.0,,
Q100779,,,,,,,,,,,5.0,
Q10078,,,,,,,,,,,1.0,
Q1007811,,,,,,,,,,1.0,,
Q100782,,,,,,,,,,,11.0,
Q1007845,,,,,,,,,,1.0,4.0,
Q1007874,,,,,,,,,,,3.0,
Q100788,,,,,,,,,,,1.0,
Q1007885,,,,,,,,,,1.0,2.0,
Q10079,,,,,,,,,,,2.0,
Q1007904,,,,,,,,,,,1.0,
Q1007911,,,,,,,,,,1.0,12.0,
Q1007917,,,,,,,,,,,1.0,
Q1007924,,,,,,,,,,,2.0,
Q1007947,,,,,,,,,,,6.0,
Q1008,,,,,,,,,,1.0,9.0,
Q10080,,,,,,,,,,,1.0,
Q1008032,,,,,,,,,,,2.0,
Q1008048,,,,,,,,,,,1.0,
Q100808,,,,,,,,,,,2.0,
Q1008086,,,,,,,,,,,1.0,
Q10081,,,,,,,,,,1.0,4.0,
Q1008106,,,,,,,,,,,1.0,
Q1008108,,,,,,,,,,,1.0,
Q100811,,,,,,,,,,1.0,35.0,
Q1008132,,,,,,,,,,,1.0,
Q100814,,,,,,,,,,1.0,12.0,
Q1008152,,,,,,,,,,2.0,8.0,
Q100819,,,,,,,,,,,1.0,
Q10082,,,,,,,,,,2.0,1.0,
Q1008215,,,,,,,,,,,1.0,
Q1008226,,,,,,,,,,,1.0,
Q1008230,,,,,,,,,,,3.0,
Q1008259,,,,,,,,,,,1.0,
Q100826,,,,,,,,,,,3.0,
Q1008268,,,,,,,,,,,1.0,
Q100829,,,,,,,,,,,7.0,
Q10083,,,,,,,,,,,2.0,
Q1008317,,,,,,,,,,,1.0,
Q100833,,,,,,,,,,,1.0,
Q1008368,,,,,,,,,,,1.0,
Q100837,,,,,,,,,,,3.0,
Q1008383,,,,,,,,,,,2.0,
Q1008390,,,,,,,,,,,1.0,
Q10084,,,,,,,,,,3.0,13.0,
Q1008407,,,,,,,,,,,2.0,
Q100846,,,,,,,,,,2.0,8.0,
Q1008475,,,,,,,,,,,1.0,
Q100854,,,,,,,,,,,7.0,
Q100858,,,,,,,,,,1.0,2.0,
Q1008589,,,,,,,,,,,3.0,
Q1008595,,,,,,,,,,4.0,12.0,
Q10086,,,,,,,,,,3.0,30.0,
Q1008610,,,,,,,,,,,4.0,
Q1008635,,,,,,,,,,,1.0,
Q1008656,,,,,,,,,,,4.0,
Q1008677,,,,,,,,,,,6.0,
Q1008686,,,,,,,,,,1.0,14.0,
Q1008696,,,,,,,,,,1.0,1.0,
Q1008737,,,,,,,,,,2.0,4.0,
Q1008750,,,,,,,,,,1.0,8.0,
Q1008761,,,,,,,,,,,2.0,
Q1008765,,,,,,,,,,,10.0,
Q1008783,,,,,,,,,,,1.0,
Q1008802,,,,,,,,,,1.0,,
Q1008824,,,,,,,,,,,1.0,
Q1008836,,,,,,,,,,,9.0,
Q1008853,,,,,,,,,,,6.0,
Q1008860,,,,,,,,,,,1.0,
Q1008865,,,,,,,,,,,1.0,
Q1008921,,,,,,,,,,,1.0,
Q1008927,,,,,,,,,,,8.0,
Q100894,,,,,,,,,,,2.0,
Q1008983,,,,,,,,,,,6.0,
Q100899,,,,,,,,,,,7.0,
Q1008991,,,,,,,,,,1.0,7.0,
Q1009,,,,,,,,,,,16.0,
Q1009003,,,,,,,,,,1.0,2.0,
Q100902,,,,,,,,,,,6.0,
Q1009030,,,,,,,,,,,1.0,
Q1009038,,,,,,,,,,,1.0,
Q1009045,,,,,,,,,,,1.0,
Q100905,,,,,,,,,,,6.0,
Q1009055,,,,,,,,,,,1.0,
Q1009061,,,,,,,,,,,1.0,
Q1009069,,,,,,,,,,,1.0,
Q1009071,,,,,,,,,,,2.0,
Q1009081,,,,,,,,,,,2.0,
Q1009095,,,,,,,,,,,3.0,
Q1009109,,,,,,,,,,1.0,2.0,
Q1009114,,,,,,,,,,,1.0,
Q1009124,,,,,,,,,,,1.0,
Q1009127,,,,,,,,,,,2.0,
Q1009136,,,,,,,,,,,1.0,
Q1009142,,,,,,,,,,,2.0,
Q100916,,,,,,,,,,2.0,13.0,
Q1009165,,,,,,,,,,,1.0,
Q1009168,,,,,,,,,,,1.0,
Q100919,,,,,,,,,,2.0,19.0,
Q1009192,,,,,,,,,,,2.0,
Q1009221,,,,,,,,,,1.0,12.0,
Q100923,,,,,,,,,,,4.0,
Q1009235,,,,,,,,,,1.0,10.0,
Q1009242,,,,,,,,,,,1.0,
Q1009247,,,,,,,,,,1.0,1.0,
Q1009253,,,,,,,,,,3.0,10.0,
Q100926,,,,,,,,,,,1.0,
Q1009261,,,,,,,,,,2.0,4.0,
Q1009276,,,,,,,,,,,2.0,
Q1009290,,,,,,,,,,1.0,2.0,
Q1009298,,,,,,,,,,1.0,3.0,
Q1009308,,,,,,,,,,,1.0,
Q1009316,,,,,,,,,,2.0,4.0,
Q100932,,,,,,,,,,,5.0,
Q1009324,,,,,,,,,,,5.0,
Q1009331,,,,,,,,,,,11.0,
Q1009340,,,,,,,,,,,4.0,
Q1009345,,,,,,,,,,1.0,,
Q1009389,,,,,,,,,,,1.0,
Q1009396,,,,,,,,,,,2.0,
Q1009402,,,,,,,,,,,1.0,
Q100943,,,,,,,,,,,4.0,
Q100946,,,,,,,,,,,1.0,
Q1009468,,,,,,,,,,1.0,2.0,
Q1009477,,,,,,,,,,,3.0,
Q1009509,,,,,,,,,,,4.0,
Q100955,,,,,,,,,,,1.0,
Q1009558,,,,,,,,,,,1.0,
Q1009560,,,,,,,,,,,1.0,
Q100959,,,,,,,,,,,2.0,
Q1009596,,,,,,,,,,,1.0,
Q1009604,,,,,,,,,,,2.0,
Q1009607,,,,,,,,,,1.0,3.0,
Q1009619,,,,,,,,,,,1.0,
Q100962,,,,,,,,,,1.0,3.0,
Q1009622,,,,,,,,,,,3.0,
Q1009627,,,,,,,,,,,5.0,
Q1009634,,,,,,,,,,1.0,,
Q1009636,,,,,,,,,,,2.0,
Q1009637,,,,,,,,,,,1.0,
Q1009648,,,,,,,,,,,1.0,
Q100966,,,,,,,,,,1.0,1.0,
Q1009668,,,,,,,,,,,1.0,
Q1009669,,,,,,,,,,,1.0,
Q1009690,,,,,,,,,,,1.0,
Q1009703,,,,,,,,,,,2.0,
Q1009707,,,,,,,,,,,1.0,
Q1009713,,,,,,,,,,1.0,2.0,
Q1009722,,,,,,,,,,,1.0,
Q1009731,,,,,,,,,,,1.0,
Q1009763,,,,,,,,,,,1.0,
Q100977,,,,,,,,,,,1.0,
Q1009777,,,,,,,,,,,1.0,
Q10098,,,,,,,,,,,1.0,
Q1009809,,,,,,,,,,,1.0,
Q100983,,,,,,,,,,,3.0,
Q1009832,,,,,,,,,,,1.0,
Q1009833,,,,,,,,,,1.0,,
Q1009834,,,,,,,,,,1.0,,
Q1009840,,,,,,,,,,,1.0,
Q1009849,,,,,,,,,,,2.0,
Q1009859,,,,,,,,,,1.0,2.0,
Q1009861,,,,,,,,,,,1.0,
Q1009864,,,,,,,,,,,1.0,
Q1009868,,,,,,,,,,,1.0,
Q1009891,,,,,,,,,,,1.0,
Q1009902,,,,,,,,,,,1.0,
Q1009907,,,,,,,,,,,1.0,
Q1009912,,,,,,,,,,,1.0,
Q1009915,,,,,,,,,,1.0,2.0,
Q1009931,,,,,,,,,,,1.0,
Q1009935,,,,,,,,,,,1.0,
Q1009938,,,,,,,,,,,1.0,
Q1009942,,,,,,,,,,,1.0,
Q1009953,,,,,,,,,,,1.0,
Q1009957,,,,,,,,,,,1.0,
Q1009977,,,,,,,,,,1.0,,
Q1009980,,,,,,,,,,,1.0,
Q1009987,,,,,,,,,,,3.0,
Q1010,,,,,,,,,,22.0,112.0,
Q1010015,,,,,,,,,,,7.0,
Q1010030,,,,,,,,,,,2.0,
Q1010042,,,,,,,,,,1.0,1.0,
Q1010052,,,,,,,,,,,1.0,
Q1010084,,,,,,,,,,,1.0,
Q1010100,,,,,,,,,,,1.0,
Q1010108,,,,,,,,,,,1.0,
Q1010115,,,,,,,,,,,4.0,
Q1010131,,,,,,,,,,,1.0,
Q1010137,,,,,,,,,,,1.0,
Q1010144,,,,,,,,,,,4.0,
Q1010153,,,,,,,,,,1.0,3.0,
Q1010158,,,,,,,,,,,2.0,
Q1010169,,,,,,,,,,,2.0,
Q1010175,,,,,,,,,,,1.0,
Q1010180,,,,,,,,,,,2.0,
Q1010194,,,,,,,,,,2.0,13.0,
Q1010199,,,,,,,,,,1.0,17.0,
Q1010203,,,,,,,,,,4.0,13.0,
Q1010210,,,,,,,,,,1.0,10.0,
Q1010216,,,,,,,,,,2.0,2.0,
Q1010220,,,,,,,,,,,2.0,
Q1010221,,,,,,,,,,,4.0,
Q1010225,,,,,,,,,,4.0,14.0,
Q1010228,,,,,,,,,,,20.0,
Q1010232,,,,,,,,,,4.0,8.0,
Q1010236,,,,,,,,,,4.0,25.0,
Q1010240,,,,,,,,,,1.0,15.0,
Q1010244,,,,,,,,,,1.0,31.0,
Q1010247,,,,,,,,,,,5.0,
Q1010257,,,,,,,,,,,1.0,
Q1010263,,,,,,,,,,,3.0,
Q1010265,,,,,,,,,,,1.0,
Q1010266,,,,,,,,,,,1.0,
Q101028,,,,,,,,,,,6.0,
Q1010291,,,,,,,,,,,3.0,
Q10103,,,,,,,,,,,1.0,
Q1010313,,,,,,,,,,,3.0,
Q1010316,,,,,,,,,,,2.0,
Q1010328,,,,,,,,,,,3.0,
Q1010335,,,,,,,,,,,1.0,
Q101036,,,,,,,,,,,1.0,
Q1010360,,,,,,,,,,,5.0,
Q1010363,,,,,,,,,,,1.0,
Q1010367,,,,,,,,,,,3.0,
Q101039,,,,,,,,,,,2.0,
Q10104,,,,,,,,,,,1.0,
Q1010405,,,,,,,,,,,1.0,
Q1010416,,,,,,,,,,,1.0,
Q101042,,,,,,,,,,,1.0,
Q1010422,,,,,,,,,,,2.0,
Q1010428,,,,,,,,,,,1.0,
Q1010454,,,,,,,,,,,1.0,
Q1010468,,,,,,,,,,,3.0,
Q101048,,,,,,,,,,,1.0,
Q1010490,,,,,,,,,,1.0,,
Q1010494,,,,,,,,,,1.0,,
Q1010496,,,,,,,,,,,2.0,
Q1010498,,,,,,,,,,,2.0,
Q1010503,,,,,,,,,,,1.0,
Q1010506,,,,,,,,,,1.0,2.0,
Q1010509,,,,,,,,,,,1.0,
Q1010521,,,,,,,,,,,1.0,
Q1010525,,,,,,,,,,,1.0,
Q1010527,,,,,,,,,,,2.0,
Q1010531,,,,,,,,,,2.0,6.0,
Q1010533,,,,,,,,,,,1.0,
Q1010539,,,,,,,,,,2.0,20.0,
Q1010543,,,,,,,,,,,2.0,
Q1010544,,,,,,,,,,,1.0,
Q1010550,,,,,,,,,,,5.0,
Q1010552,,,,,,,,,,,2.0,
Q101057,,,,,,,,,,,1.0,
Q1010572,,,,,,,,,,,2.0,
Q1010576,,,,,,,,,,,1.0,
Q1010589,,,,,,,,,,,7.0,
Q1010593,,,,,,,,,,,1.0,
Q1010595,,,,,,,,,,,1.0,
Q101060,,,,,,,,,,,2.0,
Q1010610,,,,,,,,,,,1.0,
Q1010617,,,,,,,,,,1.0,5.0,
Q1010621,,,,,,,,,,,2.0,
Q1010622,,,,,,,,,,,1.0,
Q1010624,,,,,,,,,,1.0,,
Q1010639,,,,,,,,,,,3.0,
Q1010646,,,,,,,,,,,1.0,
Q1010652,,,,,,,,,,,1.0,
Q1010659,,,,,,,,,,,1.0,
Q1010667,,,,,,,,,,,5.0,
Q1010673,,,,,,,,,,4.0,6.0,
Q1010699,,,,,,,,,,1.0,2.0,
Q101073,,,,,,,,,,,1.0,
Q1010749,,,,,,,,,,,1.0,
Q1010760,,,,,,,,,,,1.0,
Q101077,,,,,,,,,,,2.0,
Q1010782,,,,,,,,,,1.0,3.0,
Q101081,,,,,,,,,,2.0,8.0,
Q1010812,,,,,,,,,,5.0,122.0,
Q1010837,,,,,,,,,,,1.0,
Q1010931,,,,,,,,,,,3.0,
Q1010944,,,,,,,,,,,1.0,
Q1010949,,,,,,,,,,1.0,1.0,
Q1010960,,,,,,,,,,,4.0,
Q1010971,,,,,,,,,,,8.0,
Q1010985,,,,,,,,,,,4.0,
Q1011,,,,,,,,,,1.0,4.0,
Q1011003,,,,,,,,,,,1.0,
Q1011011,,,,,,,,,,2.0,5.0,
Q1011016,,,,,,,,,,,3.0,
Q1011027,,,,,,,,,,,2.0,
Q1011038,,,,,,,,,,,1.0,
Q1011047,,,,,,,,,,1.0,1.0,
Q1011062,,,,,,,,,,1.0,7.0,
Q1011065,,,,,,,,,,,1.0,
Q1011066,,,,,,,,,,1.0,4.0,
Q1011073,,,,,,,,,,1.0,3.0,
Q1011092,,,,,,,,,,,1.0,
Q1011095,,,,,,,,,,,2.0,
Q1011096,,,,,,,,,,1.0,8.0,
Q1011108,,,,,,,,,,,1.0,
Q1011109,,,,,,,,,,,1.0,
Q101112,,,,,,,,,,,6.0,
Q1011125,,,,,,,,,,,3.0,
Q1011130,,,,,,,,,,,1.0,
Q1011145,,,,,,,,,,,1.0,
Q1011149,,,,,,,,,,,2.0,
Q1011150,,,,,,,,,,,1.0,
Q1011151,,,,,,,,,,,1.0,
Q1011156,,,,,,,,,,,1.0,
Q1011157,,,,,,,,,,,4.0,
Q1011181,,,,,,,,,,,1.0,
Q1011184,,,,,,,,,,,1.0,
Q1011185,,,,,,,,,,,1.0,
Q1011190,1.0,,,,,,,,,2.0,2.0,
Q1011201,,,,,,,,,,,1.0,
Q1011205,,,,,,,,,,1.0,7.0,
Q1011221,,,,,,,,,,,6.0,
Q1011252,,,,,,,,,,,1.0,
Q1011263,,,,,,,,,,,2.0,
Q1011272,,,,,,,,,,,1.0,
Q1011275,,,,,,,,,,1.0,4.0,
Q1011282,,,,,,,,,,,2.0,
Q101130,,,,,,,,,,,18.0,
Q1011303,,,,,,,,,,1.0,3.0,
Q1011310,,,,,,,,,,1.0,1.0,
Q1011315,,,,,,,,,,,1.0,
Q1011316,,,,,,,,,,,1.0,
Q1011322,,,,,,,,,,,1.0,
Q1011336,,,,,,,,,,,1.0,
Q1011339,,,,,,,,,,,1.0,
Q1011351,,,,,,,,,,,1.0,
Q1011363,,,,,,,,,,,1.0,
Q1011367,,,,,,,,,,,1.0,
Q1011368,,,,,,,,,,,1.0,
Q1011387,,,,,,,,,,,5.0,
Q1011389,,,,,,,,,,,4.0,
Q101139,,,,,,,,,,,2.0,
Q1011390,,,,,,,,,,,1.0,
Q10114,,,,,,,,,,1.0,,
Q1011404,,,,,,,,,,,1.0,
Q1011406,,,,,,,,,,,4.0,
Q1011416,,,,,,,,,,,1.0,
Q101142,,,,,,,,,,,5.0,
Q1011423,,,,,,,,,,,1.0,
Q1011428,,,,,,,,,,,3.0,
Q1011430,,,,,,,,,,,2.0,
Q1011435,,,,,,,,,,,3.0,
Q1011452,,,,,,,,,,,1.0,
Q1011474,,,,,,,,,,,1.0,
Q1011478,,,,,,,,,,1.0,2.0,
Q1011497,,,,,,,,,,,1.0,
Q1011507,,,,,,,,,,,8.0,
Q1011521,,,,,,,,,,,2.0,
Q1011524,,,,,,,,,,,4.0,
Q1011526,,,,,,,,,,,1.0,
Q1011529,,,,,,,,,,,1.0,
Q1011533,,,,,,,,,,,3.0,
Q1011534,,,,,,,,,,1.0,,
Q1011539,,,,,,,,,,1.0,,
Q1011545,,,,,,,,,,,1.0,
Q101155,,,,,,,,,,,2.0,
Q1011553,,,,,,,,,,,2.0,
Q1011562,,,,,,,,,,1.0,1.0,
Q1011573,,,,,,,,,,,1.0,
Q1011576,,,,,,,,,,1.0,,
Q1011578,,,,,,,,,,1.0,,
Q1011584,,,,,,,,,,,1.0,
Q1011600,,,,,,,,,,1.0,5.0,
Q1011603,,,,,,,,,,,1.0,
Q1011605,,,,,,,,,,,1.0,
Q1011606,,,,,,,,,,,1.0,
Q101161,,,,,,,,,,,1.0,
Q1011615,,,,,,,,,,,3.0,
Q1011619,,,,,,,,,,,1.0,
Q1011641,,,,,,,,,,1.0,1.0,
Q1011665,,,,,,,,,,,2.0,
Q1011670,,,,,,,,,,,1.0,
Q1011677,,,,,,,,,,,2.0,
Q1011681,,,,,,,,,,1.0,,
Q1011685,,,,,,,,,,,2.0,
Q1011686,,,,,,,,,,,1.0,
Q1011687,,,,,,,,,,,2.0,
Q1011688,,,,,,,,,,,1.0,
Q1011702,,,,,,,,,,,1.0,
Q1011725,,,,,,,,,,,1.0,
Q1011728,,,,,,,,,,,1.0,
Q1011742,,,,,,,,,,,1.0,
Q1011743,,,,,,,,,,1.0,,
Q1011746,,,,,,,,,,,1.0,
Q1011751,,,,,,,,,,,1.0,
Q1011787,,,,,,,,,,,1.0,
Q1011837,,,,,,,,,,1.0,2.0,
Q1011844,,,,,,,,,,,3.0,
Q1011845,,,,,,,,,,,1.0,
Q101187,,,,,,,,,,,1.0,
Q1011890,,,,,,,,,,,4.0,
Q1011895,,,,,,,,,,,1.0,
Q101190,,,,,,,,,,,1.0,
Q1011907,,,,,,,,,,,2.0,
Q1011909,,,,,,,,,,,1.0,
Q1011912,,,,,,,,,,,2.0,
Q1011921,,,,,,,,,,,1.0,
Q1011929,,,,,,,,,,,2.0,
Q1011934,,,,,,,,,,,1.0,
Q1011935,,,,,,,,,,,4.0,
Q1011941,,,,,,,,,,,1.0,
Q1011959,,,,,,,,,,,1.0,
Q101196,,,,,,,,,,,1.0,
Q1011960,,,,,,,,,,,1.0,
Q1011964,,,,,,,,,,,1.0,
Q1011996,,,,,,,,,,,1.0,
Q1012,,,,,,,,,,17.0,52.0,
Q1012003,,,,,,,,,,1.0,2.0,
Q1012011,,,,,,,,,,,2.0,
Q1012013,,,,,,,,,,,4.0,
Q1012017,,,,,,,,,,2.0,,
Q1012019,,,,,,,,,,,4.0,
Q101202,,,,,,,,,,7.0,16.0,
Q1012024,,,,,,,,,,,1.0,
Q1012025,,,,,,,,,,,1.0,
Q1012028,,,,,,,,,,1.0,3.0,
Q1012030,,,,,,,,,,,1.0,
Q1012031,,,,,,,,,,2.0,7.0,
Q1012038,,,,,,,,,,,1.0,
Q1012044,,,,,,,,,,,1.0,
Q1012047,,,,,,,,,,,5.0,
Q1012052,,,,,,,,,,,1.0,
Q1012054,,,,,,,,,,1.0,3.0,
Q1012058,,,,,,,,,,1.0,4.0,
Q1012064,,,,,,,,,,,2.0,
Q1012076,,,,,,,,,,2.0,14.0,
Q1012082,,,,,,,,,,1.0,2.0,
Q1012089,,,,,,,,,,1.0,7.0,
Q10121,,,,,,,,,,,1.0,
Q1012109,,,,,,,,,,,1.0,
Q1012116,,,,,,,,,,,1.0,
Q1012128,,,,,,,,,,,1.0,
Q1012129,,,,,,,,,,,3.0,
Q1012147,,,,,,,,,,,1.0,
Q1012156,,,,,,,,,,,1.0,
Q1012164,,,,,,,,,,,2.0,
Q1012165,,,,,,,,,,,1.0,
Q1012175,,,,,,,,,,,1.0,
Q1012179,,,,,,,,,,,3.0,
Q1012187,,,,,,,,,,,6.0,
Q1012192,,,,,,,,,,,1.0,
Q10122,,,,,,,,,,1.0,,
Q1012244,,,,,,,,,,,1.0,
Q1012255,,,,,,,,,,,1.0,
Q101226,,,,,,,,,,,6.0,
Q1012263,,,,,,,,,,,2.0,
Q1012266,,,,,,,,,,,1.0,
Q1012268,,,,,,,,,,,1.0,
Q1012278,,,,,,,,,,,3.0,
Q1012284,,,,,,,,,,,1.0,
Q101229,,,,,,,,,,1.0,10.0,
Q1012303,,,,,,,,,,1.0,7.0,
Q101232,,,,,,,,,,,1.0,
Q1012330,,,,,,,,,,,2.0,
Q1012335,,,,,,,,,,,1.0,
Q1012336,,,,,,,,,,,1.0,
Q1012347,,,,,,,,,,,1.0,
Q1012355,,,,,,,,,,,2.0,
Q1012360,,,,,,,,,,1.0,,
Q1012362,,,,,,,,,,,1.0,
Q1012364,,,,,,,,,,,6.0,
Q1012365,,,,,,,,,,,1.0,
Q1012367,,,,,,,,,,,4.0,
Q1012371,,,,,,,,,,1.0,1.0,
Q1012372,,,,,,,,,,4.0,12.0,
Q1012380,,,,,,,,,,2.0,,
Q1012384,,,,,,,,,,,1.0,
Q1012385,,,,,,,,,,,1.0,
Q1012388,,,,,,,,,,1.0,1.0,
Q1012390,,,,,,,,,,,3.0,
Q1012392,,,,,,,,,,,10.0,
Q1012395,,,,,,,,,,,7.0,
Q1012397,,,,,,,,,,,7.0,
Q1012401,,,,,,,,,,2.0,5.0,
Q1012424,,,,,,,,,,,1.0,
Q1012434,,,,,,,,,,,1.0,
Q1012436,,,,,,,,,,1.0,,
Q1012442,,,,,,,,,,,1.0,
Q1012444,,,,,,,,,,1.0,5.0,
Q1012455,,,,,,,,,,,10.0,
Q1012465,,,,,,,,,,,1.0,
Q1012470,,,,,,,,,,,5.0,
Q1012476,,,,,,,,,,,4.0,
Q1012481,,,,,,,,,,,11.0,
Q1012490,,,,,,,,,,,3.0,
Q1012496,,,,,,,,,,1.0,1.0,
Q1012502,,,,,,,,,,,5.0,
Q1012505,,,,,,,,,,1.0,2.0,
Q1012507,,,,,,,,,,1.0,4.0,
Q1012515,,,,,,,,,,,1.0,
Q1012522,,,,,,,,,,,2.0,
Q1012531,,,,,,,,,,,2.0,
Q1012535,,,,,,,,,,,3.0,
Q101254,,,,,,,,,,7.0,60.0,
Q1012546,,,,,,,,,,,3.0,
Q1012549,,,,,,,,,,1.0,,
Q1012550,,,,,,,,,,,2.0,
Q1012582,,,,,,,,,,,2.0,
Q1012593,,,,,,,,,,,1.0,
Q10126,,,,,,,,,,,1.0,
Q1012604,,,,,,,,,,,1.0,
Q1012610,,,,,,,,,,1.0,2.0,
Q101262,,,,,,,,,,,1.0,
Q1012625,,,,,,,,,,,1.0,
Q1012631,,,,,,,,,,,10.0,
Q1012633,,,,,,,,,,,1.0,
Q1012635,,,,,,,,,,,1.0,
Q1012639,,,,,,,,,,1.0,,
Q101264,,,,,,,,,,,2.0,
Q1012644,,,,,,,,,,,2.0,
Q1012650,,,,,,,,,,,2.0,
Q1012656,,,,,,,,,,,2.0,
Q1012665,,,,,,,,,,1.0,4.0,
Q1012688,,,,,,,,,,,2.0,
Q101269,,,,,,,,,,,10.0,
Q1012695,,,,,,,,,,,1.0,
Q10127,,,,,,,,,,,1.0,
Q1012706,,,,,,,,,,2.0,1.0,
Q1012714,,,,,,,,,,,1.0,
Q1012719,,,,,,,,,,,1.0,
Q1012761,,,,,,,,,,,1.0,
Q1012768,,,,,,,,,,,1.0,
Q1012797,,,,,,,,,,,1.0,
Q1012808,,,,,,,,,,,1.0,
Q1012813,,,,,,,,,,,2.0,
Q1012816,,,,,,,,,,,1.0,
Q1012824,,,,,,,,,,1.0,,
Q1012828,,,,,,,,,,,2.0,
Q1012831,,,,,,,,,,,1.0,
Q1012868,,,,,,,,,,,1.0,
Q1012874,,,,,,,,,,,1.0,
Q1012887,,,,,,,,,,1.0,2.0,
Q1012901,,,,,,,,,,,1.0,
Q1012921,,,,,,,,,,,1.0,
Q1012924,,,,,,,,,,1.0,4.0,
Q1012931,,,,,,,,,,,1.0,
Q1012935,,,,,,,,,,1.0,3.0,
Q1012942,,,,,,,,,,,1.0,
Q1012949,,,,,,,,,,,1.0,
Q101295,,,,,,,,,,,2.0,
Q1012951,,,,,,,,,,,1.0,
Q1012954,,,,,,,,,,,1.0,
Q1012969,,,,,,,,,,,1.0,
Q1012971,,,,,,,,,,1.0,3.0,
Q1012975,,,,,,,,,,,4.0,
Q1012992,,,,,,,,,,,1.0,
Q1012996,,,,,,,,,,,1.0,
Q1013,,,,,,,,,,1.0,3.0,
Q1013014,,,,,,,,,,,1.0,
Q1013021,,,,,,,,,,,1.0,
Q1013032,,,,,,,,,,,1.0,
Q1013038,,,,,,,,,,,1.0,
Q1013057,,,,,,,,,,,1.0,
Q1013066,,,,,,,,,,,3.0,
Q1013076,,,,,,,,,,,1.0,
Q1013081,,,,,,,,,,,1.0,
Q101309,,,,,,,,,,,1.0,
Q1013102,,,,,,,,,,,3.0,
Q1013108,,,,,,,,,,,1.0,
Q1013136,,,,,,,,,,,4.0,
Q1013150,,,,,,,,,,1.0,5.0,
Q1013162,,,,,,,,,,1.0,,
Q1013168,,,,,,,,,,,2.0,
Q1013171,,,,,,,,,,,1.0,
Q1013174,,,,,,,,,,,1.0,
Q101318,,,,,,,,,,3.0,5.0,
Q1013185,,,,,,,,,,,1.0,
Q1013189,,,,,,,,,,,3.0,
Q1013233,,,,,,,,,,,3.0,
Q1013242,,,,,,,,,,1.0,2.0,
Q1013249,,,,,,,,,,,2.0,
Q1013254,,,,,,,,,,,8.0,
Q1013257,,,,,,,,,,,2.0,
Q1013261,,,,,,,,,,2.0,3.0,
Q1013267,,,,,,,,,,,1.0,
Q1013272,,,,,,,,,,,1.0,
Q1013305,,,,,,,,,,,1.0,
Q1013308,,,,,,,,,,,1.0,
Q1013317,,,,,,,,,,,13.0,
Q1013322,,,,,,,,,,1.0,2.0,
Q1013328,,,,,,,,,,,1.0,
Q1013335,,,,,,,,,,,1.0,
Q1013336,,,,,,,,,,,1.0,
Q1013339,,,,,,,,,,1.0,2.0,
Q1013359,,,,,,,,,,,1.0,
Q1013366,,,,,,,,,,,1.0,
Q1013370,,,,,,,,,,,2.0,
Q1013379,,,,,,,,,,,2.0,
Q1013383,,,,,,,,,,1.0,,
Q1013398,,,,,,,,,,,1.0,
Q1013403,,,,,,,,,,,1.0,
Q101341,,,,,,,,,,5.0,27.0,
Q1013413,,,,,,,,,,,1.0,
Q1013421,,,,,,,,,,,1.0,
Q1013438,,,,,,,,,,1.0,1.0,
Q1013445,,,,,,,,,,,1.0,
Q1013452,,,,,,,,,,,1.0,
Q1013454,,,,,,,,,,,2.0,
Q1013456,,,,,,,,,,1.0,1.0,
Q1013458,,,,,,,,,,,1.0,
Q101346,,,,,,,,,,,1.0,
Q1013471,,,,,,,,,,,13.0,
Q1013474,,,,,,,,,,,2.0,
Q1013479,,,,,,,,,,,1.0,
Q1013481,,,,,,,,,,,1.0,
Q1013486,,,,,,,,,,,1.0,
Q1013490,,,,,,,,,,,1.0,
Q1013504,,,,,,,,,,,5.0,
Q1013509,,,,,,,,,,,1.0,
Q1013523,,,,,,,,,,,1.0,
Q1013528,,,,,,,,,,1.0,13.0,
Q1013537,,,,,,,,,,,1.0,
Q1013540,,,,,,,,,,,1.0,
Q1013549,,,,,,,,,,,4.0,
Q101355,,,,,,,,,,,2.0,
Q1013550,,,,,,,,,,1.0,,
Q1013579,,,,,,,,,,,1.0,
Q101358,,,,,,,,,,,4.0,
Q1013581,,,,,,,,,,,1.0,
Q1013584,,,,,,,,,,,1.0,
Q1013608,,,,,,,,,,,2.0,
Q1013620,,,,,,,,,,,1.0,
Q1013623,,,,,,,,,,3.0,8.0,
Q1013628,,,,,,,,,,,1.0,
Q1013633,,,,,,,,,,2.0,2.0,
Q1013639,,,,,,,,,,,2.0,
Q101364,,,,,,,,,,,3.0,
Q1013654,,,,,,,,,,,1.0,
Q1013658,,,,,,,,,,,1.0,
