,nan,transgender female,intersex,fa'afafine,transgender male,female animal,male animal,woman,genderqueer,female,male,kathoey
Q165352,,,,,,,,,,,1.0,
Q1653578,,,,,,,,,,,1.0,
Q165376,,,,,,,,,,,1.0,
Q1653765,,,,,,,,,,1.0,,
Q165380,,,,,,,,,,4.0,32.0,
Q165381,,,,,,,,,,,2.0,
Q165383,,,,,,,,,,,2.0,
Q1653873,,,,,,,,,,,1.0,
Q1653941,,,,,,,,,,,1.0,
Q1653954,,,,,,,,,,,1.0,
Q165401,,,,,,,,,,,1.0,
Q1654121,,,,,,,,,,,1.0,
Q1654133,,,,,,,,,,,1.0,
Q165420,,,,,,,,,,10.0,22.0,
Q165422,,,,,,,,,,,3.0,
Q1654272,,,,,,,,,,,2.0,
Q165444,,,,,,,,,,,12.0,
Q165450,,,,,,,,,,,3.0,
Q1654543,,,,,,,,,,,2.0,
Q165459,,,,,,,,,,,1.0,
Q1654677,,,,,,,,,,,1.0,
Q1654728,,,,,,,,,,,1.0,
Q1654793,,,,,,,,,,,4.0,
Q165482,,,,,,,,,,,4.0,
Q165486,,,,,,,,,,1.0,,
Q1654862,,,,,,,,,,,1.0,
Q1654874,,,,,,,,,,,1.0,
Q1654879,,,,,,,,,,,1.0,
Q1654926,,,,,,,,,,,2.0,
Q165501,,,,,,,,,,,3.0,
Q1655081,,,,,,,,,,,1.0,
Q16551,,,,,,,,,,3.0,12.0,
Q16552,,1.0,,,,,,,,133.0,281.0,
Q1655294,,,,,,,,,,,1.0,
Q16553,1.0,,,,,,,,,38.0,129.0,
Q1655323,,,,,,,,,,,1.0,
Q1655349,,,,,,,,,,,1.0,
Q16554,,,,,,,,,,80.0,251.0,
Q1655454,,,,,,,,,,,1.0,
Q1655463,,,,,,,,,,,1.0,
Q16555,,,,,,,,,,170.0,436.0,
Q1655564,,,,,,,,,,,1.0,
Q16556,,,,,,,,,,69.0,120.0,
Q165569,,,,,,,,,,,1.0,
Q16557,2.0,,,,,,,,,121.0,387.0,
Q16557912,,,,,,,,,,,1.0,
Q1655796,,,,,,,,,,,1.0,
Q16558,1.0,,,,,,,,,47.0,132.0,
Q165582,,,,,,,,,,,1.0,
Q1655834,,,,,,,,,,,1.0,
Q16559,,,,,,,,,,44.0,122.0,
Q1656021,,,,,,,,,,1.0,1.0,
Q1656032,,,,,,,,,,2.0,11.0,
Q1656062,,,,,,,,,,,1.0,
Q1656086,,,,,,,,,,1.0,,
Q165613,,,,,,,,,,,10.0,
Q165614,,,,,,,,,,,1.0,
Q16561493,,,,,,,,,,,1.0,
Q16561529,,,,,,,,,,1.0,,
Q16562,,,,,,,,,,24.0,85.0,
Q1656242,,,,,,,,,,,1.0,
Q1656294,,,,,,,,,,,1.0,
Q1656299,,,,,,,,,,1.0,,
Q16563,,,,,,,,,,65.0,230.0,
Q1656348,,,,,,,,,,1.0,1.0,
Q16565,,,,,,,,,,22.0,107.0,
Q1656582,,,,,,,,,,,1.0,
Q1656583,,,,,,,,,,,1.0,
Q165662,,,,,,,,,,,3.0,
Q16567,,,,,,,,,,54.0,200.0,
Q1656738,,,,,,,,,,,1.0,
Q16568,,,,,,,,,,39.0,152.0,
Q165682,,,,,,,,,,,4.0,
Q1656884,,,,,,,,,,,2.0,
Q1656906,,,,,,,,,,,1.0,
Q1656936,,,,,,,,,,,4.0,
Q1657014,,,,,,,,,,1.0,2.0,
Q1657029,,,,,,,,,,,2.0,
Q1657043,,,,,,,,,,1.0,,
Q1657091,,,,,,,,,,,1.0,
Q1657135,,,,,,,,,,,2.0,
Q165718,,,,,,,,,,,1.0,
Q16572,,,,,,,,,,12.0,55.0,
Q1657225,,,,,,,,,,,1.0,
Q1657281,,,,,,,,,,,1.0,
Q165736,,,,,,,,,,,3.0,
Q1657369,,,,,,,,,,,1.0,
Q1657475,,,,,,,,,,,1.0,
Q16575,,,,,,,,,,,1.0,
Q1657507,,,,,,,,,,1.0,1.0,
Q1657547,,,,,,,,,,2.0,2.0,
Q1657562,,,,,,,,,,,1.0,
Q1657590,,,,,,,,,,1.0,,
Q16576,,,,,,,,,,1.0,1.0,
Q165763,,,,,,,,,,,2.0,
Q165768,,,,,,,,,,,2.0,
Q16577,,,,,,,,,,,1.0,
Q1657718,,,,,,,,,,1.0,1.0,
Q165773,,,,,,,,,,1.0,9.0,
Q1657793,,,,,,,,,,1.0,,
Q1657894,,,,,,,,,,,1.0,
Q165790,,,,,,,,,,,3.0,
Q1657964,,,,,,,,,,,1.0,
Q16580,,,,,,,,,,,3.0,
Q1658014,,,,,,,,,,1.0,,
Q16580141,,,,,,,,,,,2.0,
Q165802,,,,,,,,,,,1.0,
Q165806,,,,,,,,,,2.0,6.0,
Q1658159,,,,,,,,,,2.0,,
Q1658252,,,,,,,,,,,1.0,
Q1658330,,,,,,,,,,,1.0,
Q1658351,,,,,,,,,,,1.0,
Q1658364,,,,,,,,,,,1.0,
Q1658405,,,,,,,,,,,1.0,
Q165844,,,,,,,,,,,6.0,
Q165845,,,,,,,,,,2.0,5.0,
Q16585087,,,,,,,,,,,2.0,
Q16585170,,,,,,,,,,,1.0,
Q1658522,,,,,,,,,,,1.0,
Q165857,,,,,,,,,,,5.0,
Q1658586,,,,,,,,,,,1.0,
Q1658607,,,,,,,,,,,1.0,
Q1658617,,,,,,,,,,,1.0,
Q165867,,,,,,,,,,,1.0,
Q16587,,,,,,,,,,,1.0,
Q1658752,,,,,,,,,,,2.0,
Q1658975,,,,,,,,,,,1.0,
Q1659066,,,,,,,,,,,1.0,
Q16591378,,,,,,,,,,1.0,,
Q1659154,,,,,,,,,,,1.0,
Q1659256,,,,,,,,,,,3.0,
Q1659264,,,,,,,,,,,4.0,
Q16592926,,,,,,,,,,,1.0,
Q165934,,,,,,,,,,,1.0,
Q165937,,,,,,,,,,1.0,,
Q165941,,,,,,,,,,1.0,2.0,
Q1659468,,,,,,,,,,,4.0,
Q1659486,,,,,,,,,,,1.0,
Q165956,,,,,,,,,,,1.0,
Q165958,,,,,,,,,,3.0,1.0,
Q1659614,,,,,,,,,,,1.0,
Q16596784,,,,,,,,,,,1.0,
Q1659697,,,,,,,,,,,1.0,
Q165972,,,,,,,,,,30.0,67.0,
Q1659743,,,,,,,,,,,1.0,
Q165976,,,,,,,,,,,2.0,
Q1659768,,,,,,,,,,1.0,9.0,
Q165978,,,,,,,,,,,1.0,
Q1659784,,,,,,,,,,,1.0,
Q1659822,,,,,,,,,,,1.0,
Q165990,,,,,,,,,,,1.0,
Q1659905,,,,,,,,,,,1.0,
Q165995,,,,,,,,,,1.0,18.0,
Q1659971,,,,,,,,,,1.0,,
Q16599726,,,,,,,,,,,1.0,
Q16600,,,,,,,,,,,1.0,
Q1660001,,,,,,,,,,,3.0,
Q166002,,,,,,,,,,,2.0,
Q1660053,,,,,,,,,,,1.0,
Q1660061,,,,,,,,,,,1.0,
Q1660062,,,,,,,,,,,1.0,
Q166009,,,,,,,,,,,6.0,
Q16600927,,,,,,,,,,,1.0,
Q1660142,,,,,,,,,,,2.0,
Q16602,,,,,,,,,,,1.0,
Q1660204,,,,,,,,,,,1.0,
Q16603,,,,,,,,,,,1.0,
Q1660395,,,,,,,,,,,1.0,
Q1660423,,,,,,,,,,,1.0,
Q166045,,,,,,,,,,,2.0,
Q1660491,,,,,,,,,,,1.0,
Q1660638,,,,,,,,,,2.0,,
Q166065,,,,,,,,,,2.0,5.0,
Q166076,,,,,,,,,,,1.0,
Q1660952,,,,,,,,,,1.0,1.0,
Q16610,,,,,,,,,,,1.0,
Q1661065,,,,,,,,,,1.0,,
Q1661129,,,,,,,,,,,2.0,
Q1661362,,,,,,,,,,,6.0,
Q166137,,,,,,,,,,,1.0,
Q1661409,,,,,,,,,,,2.0,
Q166145,,,,,,,,,,,2.0,
Q16617652,,,,,,,,,,,1.0,
Q166183,,,,,,,,,,,2.0,
Q166186,,,,,,,,,,1.0,9.0,
Q16622,,,,,,,,,,,8.0,
Q1662229,,,,,,,,,,,1.0,
Q166223,,,,,,,,,,,1.0,
Q166228,,,,,,,,,,,5.0,
Q166232,,,,,,,,,,,2.0,
Q166255,,,,,,,,,,,3.0,
Q1662737,,,,,,,,,,,1.0,
Q166282,,,,,,,,,,6.0,27.0,
Q1663,1.0,,,,,,,,,43.0,230.0,
Q166304,,,,,,,,,,6.0,15.0,
Q1663102,,,,,,,,,,,1.0,
Q16632584,,,,,,,,,,,1.0,
Q16632643,,,,,,,,,,,1.0,
Q166340,,,,,,,,,,1.0,3.0,
Q1663450,,,,,,,,,,2.0,1.0,
Q1663451,,,,,,,,,,,1.0,
Q16635,,,,,,,,,,2.0,6.0,
Q166370,,,,,,,,,,,1.0,
Q1663761,,,,,,,,,,1.0,1.0,
Q166378,,,,,,,,,,,5.0,
Q1663947,,,,,,,,,,1.0,,
Q1664,,,,,,,,,,,1.0,
Q1664036,,,,,,,,,,,1.0,
Q16641,,,,,,,,,,,9.0,
Q1664105,,,,,,,,,,,1.0,
Q1664158,,,,,,,,,,,1.0,
Q1664345,,,,,,,,,,2.0,11.0,
Q16643865,,,,,,,,,,,2.0,
Q166445,,,,,,,,,,,1.0,
Q1664474,,,,,,,,,,,1.0,
Q166481,,,,,,,,,,1.0,4.0,
Q1664820,,,,,,,,,,,3.0,
Q166523,,,,,,,,,,,1.0,
Q166525,,,,,,,,,,,2.0,
Q16653067,,,,,,,,,,,1.0,
Q1665368,,,,,,,,,,,1.0,
Q1665421,,,,,,,,,,,1.0,
Q16656811,,,,,,,,,,,1.0,
Q1665850,,,,,,,,,,,1.0,
Q1666065,,,,,,,,,,,1.0,
Q1666315,,,,,,,,,,,1.0,
Q1666361,,,,,,,,,,,2.0,
Q166640,,,,,,,,,,11.0,43.0,
Q1666449,,,,,,,,,,,4.0,
Q16666,,,,,,,,,,15.0,25.0,
Q1666712,,,,,,,,,,,1.0,
Q166684,,,,,,,,,,1.0,2.0,
Q166709,,,,,,,,,,1.0,5.0,
Q166717,,,,,,,,,,,2.0,
Q1667193,,,,,,,,,,1.0,,
Q16679,,,,,,,,,,,1.0,
Q16680774,,,,,,,,,,,1.0,
Q16680953,,,,,,,,,,,1.0,
Q1668217,,,,,,,,,,,1.0,
Q166824,1.0,,,,,,,,,1.0,4.0,
Q1668279,,,,,,,,,,1.0,4.0,
Q16683,,,,,,,,,,,2.0,
Q1668312,,,,,,,,,,,2.0,
Q166838,,,,,,,,,,,1.0,
Q1668621,,,,,,,,,,,2.0,
Q166866,,,,,,,,,,,4.0,
Q1668694,,,,,,,,,,,1.0,
Q166875,,,,,,,,,,,2.0,
Q166884,,,,,,,,,,,1.0,
Q1669128,,,,,,,,,,,1.0,
Q166919,,,,,,,,,,,7.0,
Q1669294,,,,,,,,,,,2.0,
Q1669399,,,,,,,,,,,1.0,
Q166941,,,,,,,,,,,1.0,
Q1669528,,,,,,,,,,,1.0,
Q166959,,,,,,,,,,,1.0,
Q1669608,,,,,,,,,,1.0,2.0,
Q16697,,,,,,,,,,3.0,13.0,
Q1669717,,,,,,,,,,,2.0,
Q166977,,,,,,,,,,,1.0,
Q1669858,,,,,,,,,,,2.0,
Q1669868,,,,,,,,,,1.0,6.0,
Q166997,,,,,,,,,,10.0,82.0,
Q1669989,,,,,,,,,,,1.0,
Q1670040,,,,,,,,,,,4.0,
Q1670041,,,,,,,,,,,1.0,
Q1670056,,,,,,,,,,,2.0,
Q167011,,,,,,,,,,,1.0,
Q1670137,,,,,,,,,,,1.0,
Q16702,,,,,,,,,,,2.0,
Q1670205,,,,,,,,,,,1.0,
Q167024,,,,,,,,,,5.0,22.0,
Q1670366,,,,,,,,,,,1.0,
Q16704,,,,,,,,,,,1.0,
Q1670609,,,,,,,,,,,1.0,
Q1670696,,,,,,,,,,,1.0,
Q1670883,,,,,,,,,,,1.0,
Q1670884,,,,,,,,,,,1.0,
Q1670967,,,,,,,,,,,3.0,
Q1671007,,,,,,,,,,,1.0,
Q167101,,,,,,,,,,,2.0,
Q167108,,,,,,,,,,,2.0,
Q167109,,,,,,,,,,6.0,25.0,
Q167141,,,,,,,,,,3.0,62.0,
Q167152,,,,,,,,,,7.0,44.0,
Q167155,,,,,,,,,,11.0,33.0,
Q16717,,,,,,,,,,,1.0,
Q1671849,,,,,,,,,,1.0,,
Q167199,,,,,,,,,,1.0,3.0,
Q1672042,,,,,,,,,,1.0,4.0,
Q167213,,,,,,,,,,,1.0,
Q167215,,,,,,,,,,,1.0,
Q1672375,,,,,,,,,,1.0,7.0,
Q167239,,,,,,,,,,,1.0,
Q16726,,,,,,,,,,,1.0,
Q167271,,,,,,,,,,,1.0,
Q16728,,,,,,,,,,,3.0,
Q16730,,,,,,,,,,,2.0,
Q1673065,,,,,,,,,,,1.0,
Q1673096,,,,,,,,,,,1.0,
Q16731,,,,,,,,,,,1.0,
Q1673238,,,,,,,,,,,1.0,
Q16733,,,,,,,,,,,1.0,
Q16736,,,,,,,,,,,2.0,
Q1673659,,,,,,,,,,,2.0,
Q1673772,,,,,,,,,,,3.0,
Q1673853,,,,,,,,,,,9.0,
Q16739,,,,,,,,,,68.0,163.0,
Q167394,,,,,,,,,,13.0,53.0,
Q16740,,,,,,,,,,2.0,2.0,
Q1674054,,,,,,,,,,,1.0,
Q1674085,,,,,,,,,,1.0,,
Q1674109,,,,,,,,,,,1.0,
Q1674164,,,,,,,,,,,1.0,
Q1674267,,,,,,,,,,,1.0,
Q1674321,,,,,,,,,,,1.0,
Q1674358,,,,,,,,,,,1.0,
Q167436,,,,,,,,,,,18.0,
Q1674365,,,,,,,,,,,1.0,
Q1674448,,,,,,,,,,1.0,,
Q1674467,,,,,,,,,,,1.0,
Q16745,,,,,,,,,,,1.0,
Q1674778,,,,,,,,,,,1.0,
Q1674903,,,,,,,,,,,1.0,
Q1674988,,,,,,,,,,,1.0,
Q16751654,,,,,,,,,,,1.0,
Q1675245,,,,,,,,,,,2.0,
Q167528,,,,,,,,,,,5.0,
Q1675327,,,,,,,,,,,1.0,
Q1675332,,,,,,,,,,,1.0,
Q1675369,,,,,,,,,,,1.0,
Q1675382,,,,,,,,,,,2.0,
Q1675405,,,,,,,,,,,1.0,
Q16754298,,,,,,,,,,1.0,1.0,
Q167551,,,,,,,,,,,1.0,
Q1675596,,,,,,,,,,,2.0,
Q167565,,,,,,,,,,,2.0,
Q167579,,,,,,,,,,,1.0,
Q167583,,,,,,,,,,,1.0,
Q1675832,,,,,,,,,,,1.0,
Q167585,,,,,,,,,,,1.0,
Q167589,,,,,,,,,,,1.0,
Q1675911,,,,,,,,,,,1.0,
Q1675950,,,,,,,,,,,1.0,
Q167600,,,,,,,,,,11.0,83.0,
Q167632,,,,,,,,,,,1.0,
Q167637,,,,,,,,,,,1.0,
Q1676389,,,,,,,,,,,1.0,
Q167659,,,,,,,,,,1.0,1.0,
Q167661,,,,,,,,,,,1.0,
Q167668,,,,,,,,,,17.0,91.0,
Q1676741,,,,,,,,,,,1.0,
Q167677,,,,,,,,,,,3.0,
Q1676870,,,,,,,,,,,2.0,
Q1676894,,,,,,,,,,1.0,,
Q16771,,,,,,,,,,,1.0,
Q167715,,,,,,,,,,22.0,51.0,
Q1677185,,,,,,,,,,1.0,3.0,
Q167731,,,,,,,,,,,2.0,
Q1677361,,,,,,,,,,,1.0,
Q1677434,,,,,,,,,,,1.0,
Q167744,,,,,,,,,,2.0,14.0,
Q167749,,,,,,,,,,,2.0,
Q167756,,,,,,,,,,,1.0,
Q1677585,,,,,,,,,,,1.0,
Q167764,,,,,,,,,,,1.0,
Q167785,,,,,,,,,,,2.0,
Q167792,,,,,,,,,,,1.0,
Q1677925,,,,,,,,,,2.0,11.0,
Q1677956,,,,,,,,,,1.0,,
Q167800,,,,,,,,,,,1.0,
Q167839,,,,,,,,,,1.0,18.0,
Q1678452,,,,,,,,,,,1.0,
Q1678479,,,,,,,,,,,1.0,
Q1678500,,,,,,,,,,,1.0,
Q1678566,,,,,,,,,,,3.0,
Q167858,,,,,,,,,,1.0,3.0,
Q167859,,,,,,,,,,,1.0,
Q167874,,,,,,,,,,,5.0,
Q1678812,,,,,,,,,,,1.0,
Q1678836,,,,,,,,,,,1.0,
Q1678857,,,,,,,,,,,1.0,
Q167895,1.0,,,,,,,,,4.0,42.0,
Q167941,,,,,,,,,,,3.0,
Q167952,,,,,,,,,,,1.0,
Q167953,,,,,,,,,,,1.0,
Q1679567,,,,,,,,,,2.0,13.0,
Q167966,,,,,,,,,,1.0,1.0,
Q167974,,,,,,,,,,1.0,,
Q1680298,,,,,,,,,,,1.0,
Q168057,,,,,,,,,,16.0,58.0,
Q1680713,,,,,,,,,,,1.0,
Q1680802,,,,,,,,,,,2.0,
Q168088,,,,,,,,,,1.0,6.0,
Q1681197,,,,,,,,,,,1.0,
Q1681268,,,,,,,,,,,1.0,
Q1681280,,,,,,,,,,,1.0,
Q1681371,,,,,,,,,,,1.0,
Q1681447,,,,,,,,,,1.0,,
Q1681470,,,,,,,,,,,1.0,
Q1681558,,,,,,,,,,,1.0,
Q168159,,,,,,,,,,2.0,7.0,
Q168162,,,,,,,,,,,3.0,
Q168193,,,,,,,,,,1.0,20.0,
Q1681930,,,,,,,,,,,1.0,
Q168197,,,,,,,,,,,4.0,
Q168202,,,,,,,,,,1.0,,
Q1682041,,,,,,,,,,,1.0,
Q1682053,,,,,,,,,,,3.0,
Q168215,,,,,,,,,,,1.0,
Q168225,,,,,,,,,,1.0,4.0,
Q1682269,,,,,,,,,,1.0,,
Q1682305,,,,,,,,,,,1.0,
Q1682329,,,,,,,,,,,1.0,
Q168234,,,,,,,,,,,8.0,
Q1682363,,,,,,,,,,,1.0,
Q168245,,,,,,,,,,,2.0,
Q168265,,,,,,,,,,,2.0,
Q168279,,,,,,,,,,,3.0,
Q1682800,,,,,,,,,,,1.0,
Q1682828,,,,,,,,,,,1.0,
Q168295,,,,,,,,,,,1.0,
Q1682957,,,,,,,,,,,1.0,
Q1682963,,,,,,,,,,,1.0,
Q1683013,,,,,,,,,,,1.0,
Q16832,,,,,,,,,,,2.0,
Q168330,,,,,,,,,,,2.0,
Q1683448,,,,,,,,,,,1.0,
Q1683482,,,,,,,,,,,1.0,
Q1683558,,,,,,,,,,,2.0,
Q168376,,,,,,,,,,3.0,17.0,
Q1683784,,,,,,,,,,,1.0,
Q1683838,,,,,,,,,,,1.0,
Q1683891,,,,,,,,,,,6.0,
Q1683958,,,,,,,,,,,2.0,
Q1684068,,,,,,,,,,,1.0,
Q1684136,,,,,,,,,,,2.0,
Q1684196,,,,,,,,,,,1.0,
Q168420,,,,,,,,,,1.0,1.0,
Q1684337,,,,,,,,,,1.0,4.0,
Q1684360,,,,,,,,,,,1.0,
Q1684391,,,,,,,,,,,1.0,
Q1684631,,,,,,,,,,,1.0,
Q1684679,,,,,,,,,,,1.0,
Q168511,,,,,,,,,,,5.0,
Q16852619,,,,,,,,,,,1.0,
Q1685596,,,,,,,,,,,1.0,
Q168568,,,,,,,,,,,1.0,
Q168576,,,,,,,,,,,2.0,
Q1686,,,,,,,,,,1.0,1.0,
Q1686090,,,,,,,,,,,3.0,
Q16861,,,,,,,,,,,1.0,
Q1686189,,,,,,,,,,,1.0,
Q1686253,,,,,,,,,,,1.0,
Q168626,,,,,,,,,,,3.0,
Q168646,,,,,,,,,,,9.0,
Q168648,,,,,,,,,,8.0,40.0,
Q168652,,,,,,,,,,1.0,3.0,
Q1686522,,,,,,,,,,,1.0,
Q1686589,,,,,,,,,,,3.0,
Q168668,,,,,,,,,,4.0,16.0,
Q1686683,,,,,,,,,,,1.0,
Q1686684,,,,,,,,,,,1.0,
Q16867293,,,,,,,,,,,1.0,
Q1686735,,,,,,,,,,,1.0,
Q1686771,,,,,,,,,,,1.0,
Q16868,,,,,,,,,,6.0,20.0,
Q1686817,,,,,,,,,,,2.0,
Q1686835,,,,,,,,,,1.0,25.0,
Q16869,2.0,,,,,,,,,54.0,353.0,
Q1686914,,,,,,,,,,,1.0,
Q168701,,,,,,,,,,1.0,10.0,
Q1687094,,,,,,,,,,,2.0,
Q16871232,,,,,,,,,,,1.0,
Q1687279,,,,,,,,,,,6.0,
Q1687412,,,,,,,,,,,2.0,
Q16874533,,,,,,,,,,,1.0,
Q16875,,,,,,,,,,,1.0,
Q16875762,,,,,,,,,,,2.0,
Q168782,,,,,,,,,,2.0,34.0,
Q1687821,,,,,,,,,,,1.0,
Q16878477,,,,,,,,,,,1.0,
Q1687928,,,,,,,,,,,2.0,
Q1687931,,,,,,,,,,,1.0,
Q1688028,,,,,,,,,,,1.0,
Q1688065,,,,,,,,,,1.0,1.0,
Q1688075,,,,,,,,,,,1.0,
Q168811,,,,,,,,,,1.0,7.0,
Q1688270,,,,,,,,,,,1.0,
Q1688290,,,,,,,,,,,3.0,
Q168843,1.0,,,,,,,,,1.0,1.0,
Q168846,,,,,,,,,,,1.0,
Q168848,,,,,,,,,,,1.0,
Q168855,,,,,,,,,,,2.0,
Q168856,,,,,,,,,,,1.0,
Q1688601,,,,,,,,,,,1.0,
Q168866,,,,,,,,,,10.0,14.0,
Q16888366,,,,,,,,,,,1.0,
Q168888,,,,,,,,,,2.0,24.0,
Q16889,,,,,,,,,,1.0,,
Q16889745,,,,,,,,,,,1.0,
Q16889749,,,,,,,,,,,1.0,
Q168900,,,,,,,,,,,1.0,
Q168905,,,,,,,,,,,1.0,
Q168913,,,,,,,,,,1.0,,
Q1689249,,,,,,,,,,,1.0,
Q1689254,,,,,,,,,,,2.0,
Q168929,,,,,,,,,,2.0,19.0,
Q16893,,,,,,,,,,,1.0,
Q16894,,,,,,,,,,,1.0,
Q168949,,,,,,,,,,,1.0,
Q168954,,,,,,,,,,,16.0,
Q1689560,,,,,,,,,,,2.0,
Q16896,,,,,,,,,,,4.0,
Q168965,,,,,,,,,,1.0,,
Q168972,,,,,,,,,,,1.0,
Q1689721,,,,,,,,,,,1.0,
Q168986,,,,,,,,,,,1.0,
Q16899,,,,,,,,,,,1.0,
Q168991,,,,,,,,,,,6.0,
Q169001,,,,,,,,,,,1.0,
Q16901,,,,,,,,,,,1.0,
Q16901397,,,,,,,,,,,1.0,
Q16901745,,,,,,,,,,,1.0,
Q16903,,,,,,,,,,,3.0,
Q169039,,,,,,,,,,,1.0,
Q16909933,,,,,,,,,,,1.0,
Q16910,,,,,,,,,,,4.0,
Q169101,,,,,,,,,,1.0,,
Q16911,,,,,,,,,,,2.0,
Q1691254,,,,,,,,,,,1.0,
Q1691293,,,,,,,,,,,1.0,
Q169132,,,,,,,,,,1.0,19.0,
Q169133,,,,,,,,,,,4.0,
Q169134,,,,,,,,,,4.0,16.0,
Q16913767,,,,,,,,,,,1.0,
Q1691479,,,,,,,,,,1.0,4.0,
Q1691571,,,,,,,,,,,1.0,
Q169160,,,,,,,,,,,7.0,
Q1691838,,,,,,,,,,,1.0,
Q169197,,,,,,,,,,,4.0,
Q1692038,,,,,,,,,,,1.0,
Q1692107,,,,,,,,,,,1.0,
Q1692216,,,,,,,,,,,1.0,
Q169222,,,,,,,,,,,1.0,
Q169224,,,,,,,,,,,2.0,
Q169237,,,,,,,,,,,11.0,
Q1692387,,,,,,,,,,1.0,2.0,
Q1692444,,,,,,,,,,,1.0,
Q169247,,,,,,,,,,4.0,17.0,
Q1692676,,,,,,,,,,,1.0,
Q1692689,,,,,,,,,,,1.0,
Q169276,,,,,,,,,,,4.0,
Q169293,,,,,,,,,,,1.0,
Q1692943,,,,,,,,,,,3.0,
Q1693076,,,,,,,,,,,1.0,
Q1693101,,,,,,,,,,,1.0,
Q1693203,,,,,,,,,,,1.0,
Q169332,,,,,,,,,,,1.0,
Q16937,,,,,,,,,,,9.0,
Q169376,,,,,,,,,,3.0,15.0,
Q16938,,,,,,,,,,2.0,1.0,
Q1693885,,,,,,,,,,,1.0,
Q16939,,,,,,,,,,,1.0,
Q1693963,,,,,,,,,,4.0,9.0,
Q1694098,,,,,,,,,,,1.0,
Q1694430,,,,,,,,,,,1.0,
Q169460,,,,,,,,,,,12.0,
Q1694811,,,,,,,,,,,1.0,
Q169492,,,,,,,,,,8.0,43.0,
Q169501,,,,,,,,,,2.0,3.0,
Q169520,,,,,,,,,,,1.0,
Q16954,,,,,,,,,,,1.0,
Q16957,,,,,,,,,,,2.0,
Q16959,,,,,,,,,,,4.0,
Q1696,,,,,,,,,,1.0,,
Q1696272,,,,,,,,,,,1.0,
Q16963,,,,,,,,,,6.0,23.0,
Q16963101,,,,,,,,,,1.0,,
Q16965,,,,,,,,,,,2.0,
Q16967,,,,,,,,,,3.0,14.0,
Q169674,,,,,,,,,,,4.0,
Q1696865,,,,,,,,,,,1.0,
Q16969,,,,,,,,,,,1.0,
Q1697,,,,,,,,,,,8.0,
Q169705,,,,,,,,,,,1.0,
Q1697072,,,,,,,,,,,1.0,
Q16971,,,,,,,,,,,1.0,
Q16973,,,,,,,,,,2.0,8.0,
Q16977272,,,,,,,,,,,1.0,
Q16977290,,,,,,,,,,,1.0,
Q16978,,,,,,,,,,,6.0,
Q1697975,,,,,,,,,,,1.0,
Q1698292,,,,,,,,,,,3.0,
Q1698414,,,,,,,,,,,3.0,
Q16985,,,,,,,,,,,8.0,
Q16986534,,,,,,,,,,,1.0,
Q16987,,,,,,,,,,,3.0,
Q1698870,,,,,,,,,,1.0,,
Q1698880,,,,,,,,,,,1.0,
Q1699051,,,,,,,,,,,2.0,
Q1699107,,,,,,,,,,,1.0,
Q1699150,,,,,,,,,,,5.0,
Q1699153,,,,,,,,,,,1.0,
Q169923,,,,,,,,,,1.0,15.0,
Q1699311,,,,,,,,,,,2.0,
Q169943,,,,,,,,,,10.0,23.0,
Q169948,,,,,,,,,,3.0,4.0,
Q169966,,,,,,,,,,,1.0,
Q169977,,,,,,,,,,,3.0,
Q16999298,,,,,,,,,,,1.0,
Q169997,,,,,,,,,,6.0,22.0,
Q17,,,,,,,,,,39.0,143.0,
Q1700135,,,,,,,,,,1.0,3.0,
Q170020,,,,,,,,,,,2.0,
Q170024,,,,,,,,,,1.0,2.0,
Q1700305,,,,,,,,,,,1.0,
Q170036,,,,,,,,,,,5.0,
Q170047,,,,,,,,,,1.0,15.0,
Q170054,,,,,,,,,,,6.0,
Q170062,,,,,,,,,,,5.0,
Q1700719,,,,,,,,,,,1.0,
Q1700986,,,,,,,,,,,1.0,
Q1701099,,,,,,,,,,,1.0,
Q170115,,,,,,,,,,5.0,21.0,
Q170119,,,,,,,,,,,1.0,
Q17012,,,,,,,,,,3.0,4.0,
Q170141,,,,,,,,,,,1.0,
Q170143,,,,,,,,,,,7.0,
Q1702021,,,,,,,,,,,1.0,
Q1702058,,,,,,,,,,,1.0,
Q170213,,,,,,,,,,,1.0,
Q1702213,,,,,,,,,,,1.0,
Q170243,,,,,,,,,,,4.0,
Q170244,,,,,,,,,,1.0,7.0,
Q170247,,,,,,,,,,4.0,7.0,
Q1702503,,,,,,,,,,,1.0,
Q170254,,,,,,,,,,,1.0,
Q1702583,,,,,,,,,,1.0,,
Q1702629,,,,,,,,,,,1.0,
Q170263,,,,,,,,,,9.0,54.0,
Q170268,,,,,,,,,,,1.0,
Q1702713,,,,,,,,,,1.0,13.0,
Q1702800,,,,,,,,,,,2.0,
Q170287,,,,,,,,,,9.0,46.0,
Q170291,,,,,,,,,,,1.0,
Q170301,,,,,,,,,,,4.0,
Q1703014,,,,,,,,,,,1.0,
Q170313,,,,,,,,,,1.0,20.0,
Q170315,,,,,,,,,,1.0,5.0,
Q170322,,,,,,,,,,9.0,33.0,
Q1703234,,,,,,,,,,,1.0,
Q1703398,,,,,,,,,,,3.0,
Q1703404,,,,,,,,,,,8.0,
Q1703483,,,,,,,,,,,5.0,
Q170366,3.0,,,,,,,,,,19.0,
Q1703755,,,,,,,,,,,2.0,
Q170377,,,,,,,,,,19.0,50.0,
