,nan,transgender female,intersex,fa'afafine,transgender male,female animal,male animal,woman,genderqueer,female,male,kathoey
,259019.0,,,,,,,,,,,
Q1052281,,106.0,,,,,,,2.0,14.0,8.0,
Q1097630,,,18.0,,,,,,1.0,1.0,,
Q1399232,,,,1.0,,,,,,,1.0,
Q2449503,,,,,26.0,,,,1.0,8.0,6.0,
Q43445,,,,,,3.0,,,,,,
Q44148,,,,,,,10.0,,,,,
Q467,,,,,,,,1.0,,,,
Q48270,,2.0,1.0,,1.0,,,,12.0,2.0,2.0,
Q6581072,,14.0,1.0,,8.0,,,,2.0,349574.0,14.0,
Q6581097,,8.0,,1.0,6.0,,,,2.0,14.0,1897835.0,1.0
Q746411,,,,,,,,,,,1.0,1.0
