,nan,transgender female,intersex,transgender male,female,male
1811.0,5.0,,,,27.0,540.0
1812.0,2.0,,,,18.0,596.0
1813.0,3.0,,,,44.0,641.0
1814.0,4.0,,,,31.0,635.0
1815.0,6.0,,,,41.0,608.0
1816.0,4.0,,,,45.0,621.0
1817.0,2.0,,,,44.0,545.0
1818.0,2.0,,,,42.0,611.0
1819.0,5.0,,,,29.0,622.0
1820.0,4.0,,,,37.0,596.0
1821.0,5.0,,,,47.0,639.0
1822.0,4.0,,,,34.0,635.0
1823.0,1.0,,,,34.0,697.0
1824.0,2.0,,,,40.0,647.0
1825.0,7.0,,,,47.0,704.0
1826.0,5.0,,,,41.0,686.0
1827.0,4.0,,,,30.0,676.0
1828.0,2.0,,,,48.0,700.0
1829.0,3.0,,,,46.0,702.0
1830.0,3.0,,,,37.0,698.0
1831.0,2.0,,,,53.0,816.0
1832.0,7.0,,,,50.0,836.0
1833.0,4.0,,,,41.0,769.0
1834.0,3.0,,,,42.0,776.0
1835.0,2.0,,,,40.0,762.0
1836.0,1.0,,,,51.0,793.0
1837.0,7.0,,,,43.0,846.0
1838.0,5.0,,,,43.0,751.0
1839.0,1.0,,,,63.0,779.0
1840.0,7.0,,,,50.0,746.0
1841.0,4.0,,,,50.0,819.0
1842.0,4.0,,,,43.0,839.0
1843.0,5.0,,,,48.0,763.0
1844.0,4.0,,,,46.0,831.0
1845.0,5.0,,,,52.0,833.0
1846.0,6.0,,,,57.0,863.0
1847.0,3.0,,,,71.0,907.0
1848.0,9.0,,,,56.0,947.0
1849.0,4.0,,,,66.0,1026.0
1850.0,2.0,,,,57.0,851.0
1851.0,6.0,,,,46.0,854.0
1852.0,3.0,,,,66.0,935.0
1853.0,9.0,,,,55.0,947.0
1854.0,9.0,,,,72.0,1055.0
1855.0,4.0,,,,58.0,1068.0
1856.0,9.0,,,1.0,50.0,950.0
1857.0,6.0,,,,67.0,965.0
1858.0,13.0,,,,68.0,979.0
1859.0,5.0,,,,48.0,964.0
1860.0,7.0,,,,51.0,1056.0
1861.0,9.0,,,,57.0,1093.0
1862.0,8.0,,,,65.0,1147.0
1863.0,6.0,,,,62.0,1168.0
1864.0,11.0,,,,69.0,1305.0
1865.0,10.0,,,1.0,71.0,1275.0
1866.0,5.0,,,,56.0,1244.0
1867.0,10.0,,,,62.0,1160.0
1868.0,12.0,,1.0,,60.0,1239.0
1869.0,9.0,,,,58.0,1233.0
1870.0,9.0,,,,62.0,1357.0
1871.0,8.0,,,,59.0,1341.0
1872.0,2.0,,,,61.0,1277.0
1873.0,4.0,,,,62.0,1314.0
1874.0,11.0,,,,62.0,1334.0
1875.0,8.0,,,,81.0,1430.0
1876.0,9.0,,,,73.0,1411.0
1877.0,5.0,,,,86.0,1347.0
1878.0,4.0,,,,85.0,1441.0
1879.0,8.0,,,,89.0,1469.0
1880.0,7.0,,,,77.0,1426.0
1881.0,6.0,,,,73.0,1504.0
1882.0,12.0,,,,83.0,1573.0
1883.0,7.0,,,,80.0,1504.0
1884.0,8.0,,,,90.0,1549.0
1885.0,5.0,,,,74.0,1572.0
1886.0,6.0,,,,83.0,1542.0
1887.0,4.0,,,,97.0,1605.0
1888.0,6.0,,,,87.0,1692.0
1889.0,6.0,,,,115.0,1768.0
1890.0,10.0,,,,94.0,1746.0
1891.0,6.0,,,,104.0,1898.0
1892.0,10.0,,,,100.0,1818.0
1893.0,10.0,,,,95.0,1764.0
1894.0,10.0,,,,99.0,1657.0
1895.0,4.0,,,,85.0,1782.0
1896.0,8.0,,,,85.0,1754.0
1897.0,9.0,,,,114.0,1801.0
1898.0,9.0,,,,108.0,1788.0
1899.0,4.0,,,,103.0,1906.0
1900.0,13.0,,,,131.0,1928.0
1901.0,10.0,,,,90.0,1831.0
1902.0,6.0,,,,109.0,1825.0
1903.0,8.0,,,,106.0,1887.0
1904.0,10.0,,,,143.0,1914.0
1905.0,12.0,,,,117.0,1947.0
1906.0,10.0,,,,127.0,1885.0
1907.0,9.0,,,,127.0,1994.0
1908.0,11.0,,,,117.0,2010.0
1909.0,8.0,,,,123.0,1994.0
1910.0,15.0,,,,116.0,2031.0
1911.0,20.0,,,,134.0,2032.0
1912.0,15.0,,,,138.0,2091.0
1913.0,9.0,,,,133.0,2158.0
1914.0,17.0,,,,135.0,2475.0
1915.0,18.0,,,1.0,141.0,2582.0
1916.0,9.0,,,,137.0,2515.0
1917.0,10.0,,,,125.0,2652.0
1918.0,12.0,,,,180.0,3215.0
1919.0,11.0,,,,185.0,2746.0
1920.0,15.0,,,,149.0,2405.0
1921.0,16.0,,,,160.0,2313.0
1922.0,13.0,,,,173.0,2368.0
1923.0,11.0,,,,158.0,2235.0
1924.0,18.0,,,,178.0,2375.0
1925.0,10.0,,,,181.0,2396.0
1926.0,7.0,,,,176.0,2295.0
1927.0,24.0,,,,193.0,2532.0
1928.0,21.0,,,,180.0,2546.0
1929.0,23.0,,,,218.0,2622.0
1930.0,13.0,,,,206.0,2649.0
1931.0,28.0,1.0,,,191.0,2710.0
1932.0,22.0,,,,226.0,2802.0
1933.0,14.0,,,,203.0,2951.0
1934.0,23.0,,,,237.0,2866.0
1935.0,20.0,,,,226.0,2848.0
1936.0,27.0,,,1.0,277.0,3123.0
1937.0,21.0,,,,233.0,3858.0
1938.0,20.0,,,,261.0,3740.0
1939.0,20.0,,,,239.0,3294.0
1940.0,30.0,,,,258.0,3728.0
1941.0,22.0,,,,291.0,4190.0
1942.0,36.0,,,,407.0,5119.0
1943.0,30.0,,,,468.0,5574.0
1944.0,49.0,,,,501.0,6789.0
1945.0,31.0,,,,369.0,6593.0
1946.0,27.0,,,,267.0,3322.0
1947.0,27.0,,,,252.0,3325.0
1948.0,21.0,,,,296.0,3044.0
1949.0,19.0,,,,242.0,3127.0
1950.0,17.0,,,,257.0,3168.0
1951.0,25.0,,,,288.0,3263.0
1952.0,28.0,,,,289.0,3177.0
1953.0,24.0,,,,257.0,3216.0
1954.0,26.0,,,,264.0,3232.0
1955.0,17.0,,,,324.0,3298.0
1956.0,23.0,,,1.0,308.0,3551.0
1957.0,24.0,,,,327.0,3471.0
1958.0,23.0,,,,320.0,3516.0
1959.0,29.0,,,,306.0,3461.0
1960.0,26.0,,,,341.0,3616.0
1961.0,30.0,,,,349.0,3646.0
1962.0,24.0,,,,355.0,3880.0
1963.0,32.0,,,,342.0,3883.0
1964.0,32.0,,,,351.0,3903.0
1965.0,33.0,,,,343.0,4003.0
1966.0,36.0,,,,386.0,4140.0
1967.0,42.0,,,,396.0,4149.0
1968.0,42.0,,,,443.0,4305.0
1969.0,37.0,,,,386.0,4378.0
1970.0,45.0,,,,452.0,4383.0
1971.0,24.0,,,,442.0,4410.0
1972.0,44.0,,,,431.0,4295.0
1973.0,36.0,,,,424.0,4550.0
1974.0,34.0,1.0,,,465.0,4399.0
1975.0,41.0,,,,466.0,4295.0
1976.0,32.0,,,,426.0,4504.0
1977.0,41.0,,,,473.0,4495.0
1978.0,39.0,,,,462.0,4377.0
1979.0,30.0,,,,489.0,4519.0
1980.0,41.0,,,,525.0,4660.0
1981.0,32.0,,,,560.0,4626.0
1982.0,44.0,,,,557.0,4687.0
1983.0,43.0,,,,569.0,4665.0
1984.0,44.0,,,,546.0,4765.0
1985.0,55.0,1.0,,,600.0,4907.0
1986.0,43.0,,,,590.0,4871.0
1987.0,58.0,1.0,,,584.0,4916.0
1988.0,45.0,1.0,,,592.0,4951.0
1989.0,44.0,1.0,,1.0,638.0,5051.0
1990.0,57.0,1.0,,,651.0,5065.0
1991.0,46.0,,,1.0,666.0,4929.0
1992.0,44.0,1.0,,,692.0,5237.0
1993.0,55.0,1.0,,,693.0,5512.0
1994.0,63.0,,,,725.0,5493.0
1995.0,47.0,1.0,,,780.0,5530.0
1996.0,52.0,,,,797.0,5496.0
1997.0,55.0,,,,752.0,5396.0
1998.0,51.0,,,,775.0,5474.0
1999.0,68.0,2.0,,,792.0,5754.0
2000.0,59.0,,,,791.0,5861.0
2001.0,58.0,,,,876.0,5871.0
2002.0,57.0,1.0,,,884.0,6024.0
2003.0,63.0,1.0,,,889.0,6341.0
2004.0,68.0,1.0,,,1005.0,6591.0
2005.0,57.0,,,,1063.0,7010.0
2006.0,87.0,2.0,,,1143.0,7620.0
2007.0,71.0,1.0,1.0,,1229.0,7787.0
2008.0,83.0,2.0,,1.0,1241.0,8216.0
2009.0,83.0,1.0,,,1330.0,8428.0
2010.0,89.0,1.0,,,1429.0,8736.0
2011.0,83.0,2.0,,,1378.0,8460.0
2012.0,96.0,,,,1379.0,8493.0
2013.0,91.0,1.0,,,1286.0,8146.0
2014.0,761.0,,1.0,1.0,1228.0,7556.0
2469.0,1.0,,,,,
2503.0,,,,,,1.0
2521.0,,,,,,1.0
