qid,en_label,aggregate_group
http://wikidata.org/wiki/Q491507,Egypt Eyalet,
http://wikidata.org/wiki/Q4938064,Bohemia,
http://wikidata.org/wiki/Q4948,Republic of Venice,
http://wikidata.org/wiki/Q49542,Russians,
http://wikidata.org/wiki/Q49644,French battleship France,
http://wikidata.org/wiki/Q49683,Grand Duchy of Lithuania,
http://wikidata.org/wiki/Q49697,Liu Song dynasty,
http://wikidata.org/wiki/Q5,human,
http://wikidata.org/wiki/Q503585,Korea under Japanese rule,
http://wikidata.org/wiki/Q510662,ring road,
http://wikidata.org/wiki/Q517333,Principality of Polotsk,
http://wikidata.org/wiki/Q518101,First Republic of Austria,
http://wikidata.org/wiki/Q528042,Dalmatia,
http://wikidata.org/wiki/Q529605,Electorate of Hesse,
http://wikidata.org/wiki/Q530670,Kingdom of Burgundy,
http://wikidata.org/wiki/Q55,Netherlands,
http://wikidata.org/wiki/Q55304,Q55304,
